cif,frekuensi sal_dplk,frekuensi pos,frekuensi trf,frekuensi antarbank,saldo
10224040954,NULL,1,NULL,NULL,80585032.000
9233927695,NULL,3,NULL,1,3567195.000
9537867222,NULL,1,NULL,NULL,17684352.000
9296122029,NULL,2,6,2,27508278.000
9102267488,NULL,5,43,7,64657.000
9631399119,NULL,1,NULL,NULL,526887.000
9385359795,NULL,2,4,6,2838115.000
9143756582,NULL,1,NULL,NULL,1705323.000
9231755498,NULL,14,6,15,14443642.000
9586263535,NULL,1,NULL,NULL,137428.000
9069127468,NULL,1,NULL,1,13554639.000
9393249024,NULL,NULL,NULL,6,24637833.000
9439243995,NULL,2,NULL,NULL,32155728.000
9677497359,NULL,1,NULL,NULL,1316798.000
9442071870,NULL,1,NULL,NULL,9234411.000
9016316796,NULL,NULL,11,3,1780859190.000
9836831253,NULL,1,NULL,NULL,558722.000
9695215061,NULL,1,NULL,NULL,63710.000
9808675981,NULL,2,5,4,3037064.000
9209629527,NULL,NULL,14,NULL,23388069.000
9194914789,NULL,1,NULL,3,366930.000
9566614751,NULL,NULL,1,NULL,287703.000
9077397355,NULL,1,1,1,37299.000
9106688178,NULL,3,NULL,NULL,1169311.000
10066847302,NULL,NULL,1,1,357248500.000
9409941665,NULL,1,NULL,NULL,13871371.000
9171449375,NULL,3,1,3,8248486.000
9227870359,NULL,1,NULL,NULL,3912246.000
9734964199,NULL,1,NULL,11,4380411.000
9993737481,NULL,1,NULL,NULL,350242.000
9893607669,NULL,1,NULL,NULL,545110.000
9783554071,NULL,1,NULL,NULL,3347702.000
9794534964,NULL,1,NULL,NULL,9317.000
9311782681,NULL,1,NULL,NULL,43135287.000
10118261931,NULL,1,NULL,NULL,16739.000
9189657941,NULL,1,NULL,NULL,0.000
9197030074,NULL,NULL,13,3,0.000
10105535244,NULL,1,NULL,NULL,85515723.000
9040428063,NULL,1,NULL,NULL,101200.000
9071710165,NULL,NULL,3,4,2547842.000
9581963025,NULL,1,1,NULL,184902.000
9070721431,NULL,1,NULL,NULL,2072719.000
9606378774,NULL,NULL,8,NULL,0.000
9089815686,NULL,5,4,6,20226297.000
9214006454,NULL,1,NULL,NULL,60639006.000
9685119352,NULL,2,NULL,NULL,84044976.000
9430549659,NULL,NULL,10,2,0.000
9224450993,NULL,6,6,NULL,232221048.000
9050187526,NULL,1,NULL,NULL,44117125.000
10142689604,NULL,1,NULL,NULL,2448749.000
9078468331,NULL,1,NULL,NULL,995506.000
9400931263,NULL,1,NULL,NULL,61690109.000
9713039613,NULL,NULL,7,1,904250.000
9174372577,NULL,NULL,2,4,11249363.000
9069589783,NULL,1,4,NULL,62523.000
9298257126,NULL,1,NULL,NULL,2247364.000
10170955870,NULL,1,NULL,NULL,6941721.000
9386902854,NULL,NULL,NULL,1,54283619.000
9221607414,NULL,1,NULL,NULL,592993433.000
9136930368,NULL,1,NULL,NULL,31131119.000
9377301570,NULL,1,NULL,NULL,1215676.000
9076021799,NULL,NULL,1,NULL,259328.000
9258099634,NULL,NULL,18,NULL,14323.000
9269604165,NULL,1,NULL,NULL,91200.000
9095757407,NULL,1,NULL,NULL,1191323.000
9334111038,NULL,NULL,12,2,30724.000
9302875107,NULL,1,NULL,NULL,6185286.000
9283092326,NULL,1,NULL,NULL,13543902.000
9557842686,NULL,NULL,1,NULL,2420222.000
9376405534,NULL,1,NULL,NULL,467230.000
9455895152,NULL,NULL,1,NULL,1306258.000
9474578486,NULL,1,NULL,NULL,34042402.000
9845664445,NULL,NULL,2,NULL,1701335.000
9449430340,NULL,1,NULL,NULL,14464290.000
9388080119,NULL,1,NULL,NULL,7193057.000
9203063352,NULL,2,13,3,3577.000
9408267933,NULL,1,6,NULL,3026634.000
9567349251,NULL,4,25,2,0.000
9140687227,NULL,6,11,4,8243555.000
9070826993,NULL,27,3,11,2582602401.000
9853361102,NULL,NULL,35,3,340101.000
10221113428,NULL,1,NULL,NULL,999151.000
9378661419,NULL,1,NULL,NULL,1491756.000
9059191772,NULL,1,NULL,NULL,119012122.000
9814006463,NULL,2,NULL,NULL,755373.000
10201683272,NULL,NULL,1,NULL,4108140.000
9419035716,NULL,1,2,NULL,4896662.000
9263067369,NULL,5,6,NULL,2071279.000
9779534793,NULL,2,NULL,NULL,31784953.000
9212159941,NULL,2,NULL,NULL,5231529.000
9136518737,NULL,NULL,1,NULL,7370976.000
9260670160,NULL,1,NULL,NULL,2398516.000
9558032310,NULL,2,NULL,NULL,7833.000
9310379544,NULL,NULL,1,NULL,5583554.000
9652388730,NULL,1,NULL,NULL,2005709.000
9268919522,NULL,1,NULL,NULL,103772.000
9282368589,NULL,1,NULL,NULL,26575191.000
9088789359,NULL,2,20,105,153648945.000
9227641254,NULL,3,NULL,2,1098420.000
9205080704,NULL,2,NULL,3,65146235.000
9067406012,NULL,1,NULL,NULL,17852061.000
10057150785,NULL,1,NULL,NULL,189719.000
10110874133,NULL,1,NULL,NULL,88872.000
10237443982,NULL,NULL,1,NULL,85000.000
9776251387,NULL,NULL,2,NULL,342.000
9755564723,NULL,2,NULL,NULL,25838.000
9370020171,NULL,4,NULL,9,10006223.000
9074483938,NULL,13,6,16,16120534.000
9050558777,NULL,NULL,1,NULL,0.000
9354919041,NULL,8,12,1,7035490.000
9249602664,NULL,NULL,NULL,5,351505.000
9318835271,NULL,NULL,28,NULL,952285.000
9119971416,NULL,1,NULL,NULL,965207.000
9203769594,NULL,1,NULL,NULL,103695146.000
9329610285,NULL,NULL,2,1,158651.000
10205968310,NULL,NULL,1,NULL,2883646.000
10116242053,NULL,1,NULL,NULL,3541806.000
9781909826,NULL,NULL,NULL,1,1339634.000
9309828060,NULL,1,NULL,NULL,0.000
9429731870,NULL,6,3,4,2684163.000
9146865837,NULL,1,NULL,NULL,2094138.000
9399603183,NULL,3,NULL,NULL,117591982.000
9894573086,NULL,NULL,NULL,2,10067900.000
9321080975,NULL,NULL,NULL,5,6199356.000
9071648310,NULL,15,32,3,116557358.000
9141631371,NULL,3,8,2,4919521.000
9513482758,NULL,2,NULL,3,493841.000
9045058140,NULL,NULL,5,NULL,0.000
10164739495,NULL,1,NULL,NULL,26773355.000
9274461015,NULL,3,NULL,NULL,1203878.000
9223421152,NULL,1,2,NULL,2773136.000
9018498074,NULL,NULL,NULL,3,1099585.000
9080521648,NULL,1,NULL,NULL,45693691.000
9787824472,NULL,1,NULL,NULL,30225645.000
9339714936,NULL,1,NULL,NULL,660646.000
9150020182,NULL,1,NULL,NULL,6190.000
9636712487,NULL,1,NULL,NULL,3284309.000
9175967494,NULL,1,NULL,NULL,29258526.000
9756914643,NULL,NULL,2,4,7946041.000
9251919487,NULL,1,NULL,NULL,12909342.000
9334189728,NULL,1,NULL,NULL,4425343.000
9217923438,NULL,1,NULL,5,2900535.000
9165478370,NULL,1,NULL,NULL,18519418.000
10223500380,NULL,1,NULL,NULL,13235685.000
9845780470,NULL,NULL,NULL,4,5493062.000
9708879367,NULL,NULL,NULL,4,1922244.000
9781550412,NULL,1,2,NULL,574123.000
9809297310,NULL,1,NULL,NULL,905645.000
9002709172,NULL,7,1,1,6457829.000
10113026834,NULL,1,NULL,NULL,3627786.000
9317528215,NULL,1,NULL,NULL,395110.000
10182001880,NULL,NULL,5,26,3536151.000
9853868652,NULL,1,NULL,NULL,2876815.000
9205040377,NULL,1,NULL,NULL,6665661.000
9597717072,NULL,NULL,28,NULL,90959536.000
9852764528,NULL,NULL,3,1,45569.000
9163154848,NULL,1,NULL,NULL,307980.000
9789467495,NULL,1,NULL,NULL,12964681.000
10239994893,NULL,1,NULL,NULL,644999.000
9037896350,NULL,1,NULL,NULL,51379821.000
9174007217,NULL,NULL,1,3,127359.000
9036305436,NULL,NULL,2,NULL,15397683.000
9634144890,NULL,NULL,2,NULL,9516635.000
9160454819,NULL,1,NULL,NULL,14461617.000
9918644608,NULL,1,NULL,NULL,5979201.000
9587736650,NULL,1,NULL,NULL,7004.000
9315863547,NULL,3,8,1,57947.000
9225971402,NULL,NULL,NULL,2,1034939.000
9240569510,NULL,NULL,5,NULL,3546653.000
9086506975,NULL,NULL,NULL,1,37652023.000
9652161731,NULL,1,NULL,NULL,93827.000
10171531566,NULL,7,NULL,NULL,15422743.000
9340718538,NULL,1,NULL,NULL,126175138.000
9221427327,NULL,3,2,14,6032693.000
9273967020,NULL,2,NULL,NULL,198444.000
9379079372,NULL,1,NULL,NULL,455004.000
9304314319,NULL,3,2,13,9329950.000
9465253890,NULL,1,NULL,NULL,7126174.000
9305839841,NULL,2,NULL,NULL,10741.000
9712100726,NULL,NULL,7,NULL,8586.000
9635231278,NULL,2,8,2,4201329.000
9067678472,NULL,4,11,1,17000635.000
9156523960,NULL,1,NULL,NULL,1125248.000
9759650125,NULL,1,NULL,NULL,14308475.000
9160881873,NULL,1,NULL,NULL,23589321.000
9034395923,NULL,4,5,1,98389278.000
9298320581,NULL,4,NULL,4,1013566.000
9055747657,NULL,1,NULL,NULL,66252727.000
9759715322,NULL,1,NULL,NULL,160019.000
9097969795,NULL,1,7,3,3454372.000
9135233698,NULL,2,1,NULL,56038238.000
9274486853,NULL,1,NULL,NULL,17481552.000
9063896206,NULL,2,NULL,NULL,6165767.000
9503364642,NULL,7,50,3,2.000
9213592014,NULL,NULL,2,NULL,1687182.000
10165351211,NULL,1,NULL,NULL,176600.000
10237574937,NULL,1,NULL,NULL,6804111.000
9191311310,NULL,1,9,2,1739669.000
9233262431,NULL,1,NULL,NULL,12552869.000
9240884692,NULL,1,NULL,NULL,11914154.000
9318097276,NULL,3,2,4,3011236.000
9676568234,NULL,NULL,1,1,1025813.000
9192416399,NULL,1,NULL,NULL,1286986599.000
9674479199,NULL,1,NULL,NULL,19555.000
9266194508,NULL,NULL,1,NULL,112580038.000
9790632623,NULL,NULL,NULL,3,3098270.000
9361088547,NULL,1,1,NULL,95105.000
9308738875,NULL,NULL,NULL,2,4772288.000
9279655976,NULL,1,NULL,NULL,342045.000
9121518667,NULL,5,12,26,14655646.000
9170000802,NULL,NULL,7,NULL,36167057.000
9707809442,NULL,1,NULL,NULL,235637274.000
9017925222,NULL,1,NULL,NULL,459094.000
10112774024,NULL,1,NULL,NULL,9889361.000
9390209117,NULL,1,8,9,417053.000
9223251109,NULL,NULL,NULL,1,323886.000
9257912983,NULL,2,NULL,NULL,91476529.000
9343394635,NULL,NULL,25,2,324614.000
9312358099,NULL,1,NULL,NULL,46432.000
9858019545,NULL,2,NULL,NULL,1035541.000
9178564379,NULL,2,NULL,NULL,350.000
9344809559,NULL,2,NULL,NULL,61552.000
9756976288,NULL,1,NULL,NULL,8915767.000
10163358466,NULL,1,NULL,NULL,25513158.000
9269988824,NULL,1,NULL,NULL,15952945.000
9115359521,NULL,NULL,2,NULL,887734360.000
9195131909,NULL,2,NULL,1,5698624.000
9402640370,NULL,2,64,4,7553.000
9378527556,NULL,NULL,6,4,348951.000
9080434654,NULL,1,NULL,NULL,14364.000
9161228273,NULL,3,1,2,8846201.000
9850526216,NULL,1,NULL,NULL,18600.000
9200190319,NULL,1,NULL,NULL,153228561.000
9197534139,NULL,2,NULL,NULL,2847892.000
9055978234,NULL,2,NULL,NULL,23796717.000
9232378687,NULL,1,1,2,2547115.000
9303161346,NULL,2,NULL,NULL,37851717.000
9068566937,NULL,1,NULL,NULL,13716.000
9011575044,NULL,1,NULL,NULL,11803600.000
9418515874,NULL,6,12,4,2226271.000
9168967992,NULL,1,NULL,NULL,12099728.000
9046406398,NULL,3,NULL,NULL,305783.000
9335604307,NULL,1,NULL,2,5400.000
9441384352,NULL,1,NULL,7,344198.000
9148899798,NULL,6,NULL,NULL,392186356.000
9082420581,NULL,NULL,NULL,4,513249.000
9358230289,NULL,1,NULL,NULL,3801.000
9644279274,NULL,NULL,NULL,1,50654401.000
9054119893,NULL,1,NULL,NULL,7719622.000
10041723461,NULL,1,NULL,NULL,62809.000
10164846983,NULL,1,NULL,NULL,2968801.000
9320930009,NULL,NULL,NULL,2,14340819.000
9763832809,NULL,NULL,2,NULL,0.000
10236006596,NULL,NULL,1,5,744005.000
9402683238,NULL,5,1,3,47468.000
9722471770,NULL,NULL,NULL,5,1318380.000
9378452417,NULL,NULL,NULL,2,29275.000
9363409830,NULL,1,NULL,NULL,2140.000
9739351311,NULL,1,NULL,NULL,361858.000
9503089391,NULL,4,NULL,NULL,13429559.000
9348648472,NULL,2,NULL,NULL,552491.000
9138520182,NULL,1,NULL,NULL,19718389.000
10170704494,NULL,1,NULL,NULL,27803.000
9763042315,NULL,NULL,NULL,1,3537.000
9217404029,NULL,2,NULL,NULL,23326702.000
9337926365,NULL,NULL,8,4,4482676.000
10230444768,NULL,NULL,1,NULL,78100.000
9792491713,NULL,1,NULL,NULL,43008101.000
10237261991,NULL,NULL,1,NULL,19028042.000
9163702711,NULL,NULL,3,NULL,8279196.000
9180238814,NULL,17,3,9,4872699.000
9564261334,NULL,2,NULL,NULL,406391.000
9541267713,NULL,1,NULL,NULL,71445161.000
9488085011,NULL,2,NULL,NULL,340538.000
9419091782,NULL,6,NULL,NULL,1546361.000
9147726217,NULL,2,NULL,NULL,48948733.000
9003338264,NULL,1,NULL,NULL,4304765.000
9321080254,NULL,1,5,NULL,42244670.000
9001575035,NULL,1,NULL,NULL,9919186.000
9714995521,NULL,NULL,1,NULL,0.000
9081242563,NULL,NULL,1,NULL,80141.000
9744257888,NULL,3,NULL,NULL,10489142.000
10160478324,NULL,4,15,12,1371863.000
9510135488,NULL,NULL,1,NULL,9164620.000
9188599808,NULL,1,NULL,NULL,1242460.000
9402611742,NULL,NULL,3,8,33134150.000
9045212780,NULL,1,NULL,NULL,69414937.000
9157512065,NULL,1,NULL,NULL,596827.000
9536790787,NULL,1,NULL,NULL,27285394.000
9518321209,NULL,1,NULL,NULL,208825942.000
9891814207,NULL,6,3,4,200319.000
9390090571,NULL,1,NULL,NULL,577436.000
9033703542,NULL,NULL,1,NULL,288511.000
9135699531,NULL,5,8,NULL,7071180.000
9744355508,NULL,NULL,19,NULL,8929.000
9189999061,NULL,19,37,13,13681.000
9143125334,NULL,6,1,9,15802759.000
9209749055,NULL,NULL,1,1,5507373.000
9763328516,NULL,1,NULL,NULL,5640199.000
10223503193,NULL,1,NULL,NULL,11502717.000
9680615603,NULL,1,NULL,NULL,181699894.000
10160830063,NULL,1,NULL,NULL,22113908.000
9329138702,NULL,1,NULL,NULL,55478703.000
9378663928,NULL,1,NULL,NULL,4506688.000
9416578927,NULL,1,NULL,NULL,5675367.000
9459226488,NULL,1,NULL,NULL,16435557.000
9306744391,NULL,1,1,7,49977360.000
10066372087,NULL,1,NULL,NULL,2698021.000
9285278373,NULL,NULL,6,1,102290.000
9265578035,NULL,1,NULL,NULL,5105910.000
9126957349,NULL,5,34,4,132463.000
9336214757,NULL,NULL,1,NULL,0.000
9541551942,NULL,1,NULL,NULL,135557.000
9213580043,NULL,1,4,2,255588.000
9641122433,NULL,1,NULL,NULL,10803191.000
9166058866,NULL,1,NULL,NULL,1073173.000
9198988286,NULL,NULL,7,NULL,20233879.000
9410115062,NULL,1,NULL,NULL,38843.000
9216207170,NULL,2,NULL,NULL,7560955.000
9416486201,NULL,1,NULL,NULL,2182989.000
9193366946,NULL,1,NULL,NULL,35290671.000
9336447185,NULL,NULL,2,2,17607097.000
9232395918,NULL,1,2,NULL,1715088.000
9501974946,NULL,NULL,4,1,36043104.000
9305668398,NULL,2,10,NULL,23130.000
9861460554,NULL,NULL,1,NULL,0.000
9100606128,NULL,17,17,NULL,7352308.000
9051694514,NULL,5,12,8,26695651.000
9328543813,NULL,1,NULL,NULL,16393134.000
9772451652,NULL,NULL,1,2,78009262.000
9120068131,NULL,1,NULL,NULL,83879.000
9789508219,NULL,1,NULL,NULL,315487.000
10237358127,NULL,NULL,1,NULL,520000.000
9344268656,NULL,2,NULL,NULL,405856.000
9265848395,NULL,1,NULL,NULL,325042.000
9578805998,NULL,2,NULL,NULL,1979903.000
9240039902,NULL,2,NULL,NULL,34778287.000
9571466343,NULL,1,NULL,NULL,15515880.000
10100982406,NULL,1,NULL,NULL,1672.000
9180899303,NULL,1,NULL,NULL,0.000
9260724385,NULL,9,2,8,1331253.000
9279291913,NULL,3,NULL,1,4484079.000
9730944918,NULL,1,NULL,NULL,0.000
9179677552,NULL,1,NULL,NULL,7488527.000
9183558969,NULL,2,13,9,48727.000
9180132580,NULL,1,NULL,NULL,45282127.000
9166267193,NULL,3,NULL,6,467325.000
9350778598,NULL,2,2,NULL,8190.000
9245423864,NULL,NULL,1,NULL,59957.000
10112974813,NULL,1,NULL,NULL,65493.000
9338193042,NULL,1,NULL,NULL,2663513.000
9340198484,NULL,NULL,1,NULL,313998.000
9150568826,NULL,1,NULL,NULL,1116754.000
9276393257,NULL,NULL,NULL,1,1039290.000
9360739522,NULL,NULL,7,7,741681.000
9118881784,NULL,3,6,4,39939.000
9312998197,NULL,1,NULL,NULL,4840461.000
9045253931,NULL,1,NULL,NULL,5072981.000
9851217487,NULL,4,NULL,NULL,24636980.000
9192315946,NULL,1,4,10,12046765.000
9094224767,NULL,2,NULL,NULL,260072978.000
9760062692,NULL,1,NULL,NULL,0.000
9300430585,NULL,1,NULL,NULL,15387389.000
9308228064,NULL,1,NULL,NULL,6069097.000
9386879494,NULL,NULL,2,NULL,3387534.000
9185302356,NULL,NULL,5,NULL,26294094.000
9155006992,NULL,NULL,7,NULL,58559.000
9255928963,NULL,1,NULL,NULL,12629010.000
9387969841,NULL,NULL,1,6,10338624.000
9433274453,NULL,1,2,18,1128925.000
9789144903,NULL,1,NULL,NULL,4672525.000
9081748886,NULL,8,1,6,2143930674.000
9849242892,NULL,2,3,NULL,6265288.000
9035271567,NULL,1,NULL,NULL,70192402.000
9070808194,NULL,4,NULL,NULL,44968985.000
9013853960,NULL,3,NULL,NULL,913062.000
9119455721,NULL,NULL,4,NULL,790.000
9386436287,NULL,NULL,1,NULL,333698.000
9678898308,NULL,NULL,15,4,0.000
9501750674,NULL,1,NULL,NULL,824781.000
9188545301,NULL,1,2,NULL,535881.000
9100427784,NULL,NULL,NULL,1,325504608.000
9138763823,NULL,9,11,23,25951193.000
9430755110,NULL,1,NULL,NULL,23594355.000
9286583806,NULL,1,NULL,NULL,3009584.000
9232414910,NULL,NULL,1,2,1118566.000
9144757381,NULL,1,NULL,NULL,68142.000
9428073570,NULL,2,NULL,NULL,13554472.000
9241292820,NULL,5,38,6,797826.000
9747421354,NULL,4,7,2,80882.000
9231208242,NULL,NULL,NULL,3,36685208.000
9025441555,NULL,NULL,NULL,1,370142.000
9179119033,NULL,NULL,1,NULL,4813519.000
9334007893,NULL,1,5,24,2010072448.000
9225703581,NULL,9,113,15,0.000
9244810487,NULL,NULL,NULL,1,4079521.000
9262616878,NULL,1,NULL,NULL,200045793.000
9791638248,NULL,NULL,1,NULL,20587.000
9240955768,NULL,10,4,2,5838038.000
9010870977,NULL,NULL,NULL,1,38366493.000
9387899455,NULL,1,NULL,NULL,2848763.000
9518444409,NULL,1,NULL,NULL,22993394.000
9149505641,NULL,5,NULL,NULL,161748317.000
9312507267,NULL,1,NULL,NULL,3680572.000
9122552459,NULL,NULL,11,2,353822364.000
9003375948,NULL,1,NULL,NULL,50890337.000
9383396874,NULL,1,NULL,NULL,102545973.000
9650953900,NULL,NULL,NULL,2,4145.000
9189275094,NULL,2,NULL,NULL,59215.000
9788318361,NULL,NULL,NULL,1,54781.000
10239924000,NULL,1,NULL,NULL,234000.000
9227705961,NULL,1,NULL,NULL,1939867.000
9272855092,NULL,1,NULL,NULL,6010.000
9194964087,NULL,1,NULL,NULL,1635832.000
9389846051,NULL,1,NULL,NULL,60930.000
9393585460,NULL,1,NULL,NULL,5034383.000
9335704999,NULL,1,NULL,NULL,9512.000
9707787310,NULL,5,NULL,NULL,9686395.000
9286416746,NULL,1,NULL,NULL,3532155.000
9298197232,NULL,NULL,6,6,665062.000
10235978301,NULL,1,NULL,NULL,77500.000
9216950350,NULL,1,NULL,NULL,176101709.000
9267771462,NULL,NULL,1,NULL,809292.000
9667307870,NULL,2,NULL,NULL,0.000
9162055504,NULL,15,9,10,37782598.000
10237733570,NULL,1,1,2,34500.000
9804899781,NULL,1,NULL,NULL,240895.000
9182906162,NULL,NULL,NULL,2,50709143.000
9784343307,NULL,9,8,21,14169730.000
9264019843,NULL,3,NULL,8,1051255.000
9807106583,NULL,1,NULL,NULL,1148226.000
9125786058,NULL,NULL,2,2,7765207.000
9527940194,NULL,1,NULL,NULL,131593.000
9021761987,NULL,NULL,6,NULL,232788.000
9337697303,NULL,2,NULL,NULL,59785.000
9375170133,NULL,4,3,1,5293103.000
9223038798,NULL,1,NULL,NULL,0.000
9112507092,NULL,NULL,1,NULL,240218.000
9293720306,NULL,1,NULL,NULL,70103893.000
9291705086,NULL,1,NULL,NULL,6263951.000
10237280436,NULL,2,NULL,NULL,16500.000
9602065215,NULL,NULL,11,NULL,1582307330.000
9694306975,NULL,NULL,19,NULL,0.000
9071586665,NULL,1,1,NULL,17564048.000
9608598492,NULL,2,NULL,NULL,40759.000
9799839195,NULL,1,NULL,NULL,682690.000
9279702090,NULL,NULL,NULL,1,3239008.000
9283918803,NULL,NULL,2,NULL,48966.000
10116583024,NULL,2,NULL,NULL,12657096.000
9891277937,NULL,1,NULL,NULL,2910871.000
9336226268,NULL,1,NULL,NULL,3527773.000
9295524140,NULL,1,NULL,NULL,9591026.000
9085773761,NULL,NULL,1,NULL,21589.000
9413898231,NULL,8,27,NULL,340229206.000
9155719772,NULL,NULL,1,NULL,5145823.000
9181515493,NULL,NULL,1,NULL,33448.000
10230388708,NULL,1,NULL,NULL,0.000
9763281072,NULL,NULL,NULL,2,3037029.000
9241176723,NULL,NULL,25,NULL,1916293.000
9798619169,NULL,1,NULL,NULL,425785.000
9270979153,NULL,1,1,29,6807.000
9667266389,NULL,1,NULL,2,14056.000
9117723446,NULL,1,NULL,NULL,4671786.000
9163676681,NULL,NULL,NULL,1,30776.000
9658048000,NULL,3,3,1,3921377.000
9249803082,NULL,1,NULL,NULL,1556679972.000
10041522076,NULL,1,NULL,2,1140408.000
9080318141,NULL,7,1,NULL,2818666.000
9175144708,NULL,1,NULL,NULL,443125.000
9599729325,NULL,26,224,12,41895.000
9261474244,NULL,2,NULL,NULL,1797950.000
9802418429,NULL,NULL,1,NULL,509071.000
9103650143,NULL,1,NULL,NULL,20597771.000
9378810507,NULL,1,NULL,NULL,203863.000
9152915382,NULL,1,NULL,2,19192047.000
9645858369,NULL,1,NULL,NULL,1430.000
9065689015,NULL,NULL,NULL,3,11601996.325
9094361228,NULL,1,1,2,1024696.000
9086047590,NULL,1,NULL,NULL,13678.000
10208549414,NULL,NULL,1,NULL,29000.000
9165026730,NULL,2,7,1,22344159.000
9203232923,NULL,1,NULL,NULL,63262063.000
9251651238,NULL,1,NULL,NULL,113664.000
9147868343,NULL,1,NULL,NULL,94867513.000
9099233146,NULL,1,NULL,NULL,40137324.000
9183857981,NULL,1,NULL,NULL,2862835.000
9064883023,NULL,1,NULL,NULL,58010200.000
9170818534,NULL,13,11,6,9564877.000
9858397317,NULL,1,NULL,NULL,3751050.000
9448959114,NULL,1,NULL,NULL,69050072.000
9134318225,NULL,NULL,3,NULL,6147810.000
9387479150,NULL,NULL,2,NULL,639776.000
9008774665,NULL,1,NULL,NULL,2908936.000
9735075187,NULL,2,NULL,NULL,4718526.000
9155030761,NULL,3,NULL,NULL,1963862.000
9771417026,NULL,NULL,4,NULL,30496.000
9576574577,NULL,1,NULL,NULL,13608173.000
9221437312,NULL,2,NULL,NULL,35987.000
9123082365,NULL,5,11,7,7619586.000
9316702091,NULL,NULL,2,NULL,4500.000
9270431509,NULL,NULL,4,3,9600699.000
9177125365,NULL,1,NULL,NULL,53450104.000
9757471950,NULL,3,NULL,3,2026286.000
9143700765,NULL,2,NULL,NULL,2513867.000
9501822742,NULL,NULL,44,NULL,370771.000
9073937896,NULL,1,4,4,139154869.000
9144259398,NULL,1,6,1,703091.000
9088409458,NULL,3,NULL,NULL,1309270.000
10137880392,NULL,1,NULL,NULL,54686.000
9273990465,NULL,5,2,1,5389668.000
9201629979,NULL,1,NULL,2,4008222.000
9389200635,NULL,NULL,10,1,4154310.000
9065253298,NULL,2,NULL,NULL,14042112.000
9237629457,NULL,2,NULL,NULL,9257917.000
9642498749,NULL,1,3,1,129075236.000
9174880954,NULL,NULL,37,2,14668069.000
9517673384,NULL,5,NULL,NULL,65705429.000
9255544500,NULL,NULL,NULL,2,0.000
9767276205,NULL,2,NULL,NULL,6776388.000
10147469742,NULL,2,9,9,4385943.000
9238072337,NULL,1,NULL,NULL,33654.000
9140647161,NULL,1,NULL,NULL,2690464.000
9017994986,NULL,1,NULL,NULL,42212537.000
9208161672,NULL,1,NULL,NULL,23881002.000
9658591646,NULL,NULL,12,NULL,11843093.000
9029136637,NULL,2,NULL,NULL,122645236.000
9321425582,NULL,1,NULL,5,37303.000
9274172294,NULL,4,NULL,6,1041762.000
9344083845,NULL,1,NULL,NULL,52152.000
9152185989,NULL,9,NULL,NULL,1601632.000
9024928651,NULL,3,NULL,1,206910805.000
9259049739,NULL,NULL,12,NULL,5770945.000
10192310913,NULL,1,NULL,NULL,4165479.000
9515412923,NULL,NULL,NULL,2,410933.000
9000964304,NULL,8,2,3,39739341.000
9119568406,NULL,NULL,6,5,84159.000
9098112363,NULL,NULL,3,NULL,2310450.000
9558026161,NULL,2,NULL,NULL,71928471.000
9413622404,NULL,NULL,6,NULL,14302862.000
9746697114,NULL,NULL,4,NULL,5632628.000
9458784702,NULL,2,NULL,NULL,13614694.000
9760427963,NULL,1,2,7,9087.000
9335475549,NULL,1,NULL,NULL,95318.000
9390326827,NULL,4,5,1,234087.000
9306992582,NULL,2,NULL,NULL,10753855.000
9014619906,NULL,1,NULL,NULL,53052.000
9059188465,NULL,2,NULL,NULL,3757767.000
9017371551,NULL,1,NULL,NULL,1014261.000
9241828420,NULL,NULL,NULL,1,0.000
9145750138,NULL,10,3,5,0.000
9229099214,NULL,NULL,2,NULL,4327723.000
9113586119,NULL,2,NULL,NULL,702952.000
9659633427,NULL,3,NULL,NULL,1348582.000
9525979832,NULL,1,NULL,NULL,5947.000
9263392366,NULL,1,NULL,NULL,6312195.000
10108425116,NULL,NULL,1,NULL,32478038.000
10236378637,NULL,1,NULL,NULL,31000.000
10078733387,NULL,3,NULL,NULL,696801.000
9308862306,NULL,1,NULL,NULL,216074879.000
9567836177,NULL,1,NULL,NULL,68915.000
9680307984,NULL,1,NULL,NULL,91181149.000
9239396982,NULL,NULL,2,NULL,7773877.000
10215019110,NULL,1,NULL,NULL,14416.000
9155013124,NULL,2,6,2,10392488.000
9925016020,NULL,1,NULL,NULL,20535135.000
9172746398,NULL,NULL,4,NULL,58847317.000
9313941594,NULL,1,NULL,NULL,4620365.000
9321516444,NULL,NULL,10,NULL,0.000
9644289843,NULL,1,NULL,NULL,13414972.000
9722978506,NULL,1,NULL,NULL,23317266.000
9243160620,NULL,5,3,2,477941614.000
10223494235,NULL,1,NULL,NULL,29000.000
9413674039,NULL,1,NULL,NULL,10074249.000
9105601801,NULL,NULL,NULL,2,8867514.000
9419618044,NULL,NULL,4,NULL,5664895.000
10238709601,NULL,1,NULL,NULL,0.000
9009288433,NULL,1,NULL,NULL,95545473.000
9146190332,NULL,5,NULL,NULL,40900.000
9537741267,NULL,23,2,4,5203047.000
9356744359,NULL,NULL,NULL,1,92093.000
