TRX_TYPE	TX_DESC	CHANNEL	BILLER_TARGET	JENIS_TRX	mapping_sendiri		
TOP	TAPCASH:20000.00	SMS	TOP UP TAPCASH - DIRECT	PURCHASE			
ANTARBANK	124-BANK BRI	SMS	?	?			
CWP	PDAM_KABBANDUNG	SMS	?	?			
TOP	TAPCASH:125000.0	SMS	?	?			
PAY	PDAM_BOGOR	SMS	PDAM KOTA BOGOR	PAYMENT			
ANTARBANK	213-BANK BTPN	SMS	BANK BTPN	TRANSFER			
PAY	CITIBANK	SMS	CITIBANK	PAYMENT			
TOP	PULSA INTERNET TELKOMSEL:50000	SMS	PAKET DATA TELKOMSEL	PURCHASE			
TOP	ISAKU:499000.0	SMS	?	?			
TOP	ISAKU:92000.00	SMS	ISAKU	PURCHASE			
TOP	EXTRA:60000.00	SMS	PAKET DATA XL	PURCHASE			
ANTARBANK	114-BANK BRI	SMS	?	?			
TOP	TELKOMSEL:50000	SMS	TELKOMSEL:50000	PURCHASE			
CLR	BSI ex BRIS	SMS	?	?			
TOP	ISAKU:120000.0	SMS	ISAKU	PURCHASE			
SWT	BPD SUMUT	SMS	BANK SUMUT	TRANSFER			
ANTARBANK	506-MEGA SYARIAH	SMS	BANK MEGA SYARIAH	TRANSFER			
TOP	ISAKU:245000.0	SMS	?	?			
ANTARBANK	002-BSI EX BSM	SMS	?	?			
PAY	OTO_FINANCE	SMS	OTO FINANCE	PAYMENT			
PAY	PDAM_SURABAYA	SMS	PDAM SURABAYA	PAYMENT			
CWP	PDAM_TASIKMALAYA	SMS	?	?			
ANTARBANK	422-BSI EX BRIS	SMS	?	?			
PAY	PDAM_KABBOGOR	SMS	PDAM KAB BOGOR	PAYMENT			
TOP	ISAKU:330000.0	SMS	?	?			
TOP	HEPI:300000	SMS	HEPI:300000	PURCHASE			
ANTARBANK	523-BCA	SMS	?	?			
TOP	TAPCASH:15000.00	SMS	TOP UP TAPCASH	PURCHASE			
ANTARBANK	46	SMS	?	?			
SWT	BANK CIMB NIAGA	SMS	BANK CIMB NIAGA	TRANSFER			
TOP	ISAKU:199500.0	SMS	?	?			
TAG	FIRSTMEDIA	SMS	FIRSTMEDIA	PAYMENT			
ANTARBANK	014-BANK PERMATA	SMS	BANK PERMATA	TRANSFER			
ANTARBANK	002-000000FMF KRD M	SMS	?	?			
PAY	PDAM_MITRACOMM	SMS	PDAM MITRACOMM	PAYMENT			
TOP	ISAKU:293000.0	SMS	?	?			
TOP	ISAKU:160000.0	SMS	ISAKU	PURCHASE			
CLR	BANK OCBC NISP	SMS	BANK OCBC NISP	TRANSFER			
TOP	ISAKU:550000.0	SMS	ISAKU	PURCHASE			
TOP	ISAKU:59000.00	SMS	?	?			
TOP	ISAKU:74000.00	SMS	?	?			
CREDIT CARD OTHER BANK	DANAMON	SMS	DANAMON	PAYMENT			
TOP	TAPCASH:400000.0	SMS	TOP UP TAPCASH	PURCHASE			
ANTARBANK	008-BANK SUMUT	SMS	?	?			
GOJEK	Go-Pay	SMS	?	?			
ANTARBANK	008- 0000	SMS	?	?			
ANTARBANK	002-BCA	SMS	BCA	TRANSFER			
TOP	ISAKU:425000.0	SMS	?	?			
TAG	PLN	SMS	PLN POSTPAID	INQUIRY			
ANTARBANK	002-02102021	SMS	?	?			
ANTARBANK	536-BCA SYARIAH	SMS	BCA SYARIAH	TRANSFER			
TOP	PLN:20.00	SMS	?	?			
TOP	TAPCASH:350000.0	SMS	TOP UP TAPCASH	PURCHASE			
SWT	BPD JATIM UNIT SYARIAH	SMS	BANK JATIM UNIT SYARIAH	TRANSFER			
ANTARBANK	200-BANK MANDIRI	SMS	?	?			
ANTARBANK	200-BSI	SMS	?	?			
TOP	ISAKU:134000.0	SMS	?	?			
RTG	BANK INA PERDANIA	SMS	?	?			
ANTARBANK	031-BCA	SMS	?	?			
TUITION FEE	UPN Veteran Jawa Timur	SMS	?	?			
ANTARBANK	014-BANK BRI	SMS	BANK BRI	TRANSFER			
VOUCHER PREPAID RECHARGE	FREN:25000	SMS	?	?			
ANTARBANK	135-BANK SULTRA	SMS	BANK SULTRA	TRANSFER			
CLR	BPD DIY	SMS	?	?			
TOP	ISAKU:43000.00	SMS	?	?			
PAY	NSC_FINANCE	SMS	NSC FINANCE	PAYMENT			
TOP	ISAKU:460300.0	SMS	?	?			
TOP	TELKOMSEL:15000.00	SMS	TELKOMSEL	PURCHASE			
TOP	ISAKU:38000.00	SMS	ISAKU	PURCHASE			
TOP	ISAKU:830000.0	SMS	?	?			
TOP	ISAKU:458000.0	SMS	?	?			
TOP	ISAKU:215000.0	SMS	?	?			
TAG	HALO	SMS	TELKOMSEL POSTPAID	INQUIRY			
ANTARBANK	008-BANK BJB	SMS	?	?			
TOP	ISAKU:700000.0	SMS	ISAKU	PURCHASE			
TOP	TELKOMSEL:75000.00	SMS	TELKOMSEL	PURCHASE			
SWT	BPD NTB	SMS	BANK NTB	TRANSFER			
ANTARBANK	014-BPD DIY	SMS	?	?			
LINKAJA	LINK AJA	SMS	LinkAja	PURCHASE			
TOP	ISAKU:135000.0	SMS	ISAKU	PURCHASE			
TOP	ISAKU:111000.0	SMS	?	?			
TOP	ISAKU:282000.0	SMS	?	?			
TOP	ISAKU:17000.00	SMS	?	?			
TOP	ISAKU:165000.0	SMS	?	?			
TOP	ISAKU:315000.0	SMS	ISAKU	PURCHASE			
ANTARBANK	013-123	SMS	?	?			
TOP	PULSA INTERNET TELKOMSEL:20000.00	SMS	PAKET DATA TELKOMSEL	PURCHASE			
TOP	TAPCASH:271917.0	SMS	?	?			
TOP	ISAKU:810000.0	SMS	?	?			
TOP	ISAKU:75000.00	SMS	ISAKU	PURCHASE			
TOP	3:300000	SMS	THREE:300000	PURCHASE			
TOP	ISAKU:178000.0	SMS	?	?			
ANTARBANK	002-BANK BRI	SMS	BANK BRI	TRANSFER			
ANTARBANK	521-SYARIAH BUKOPIN	SMS	BANK SYARIAH BUKOPIN	TRANSFER			
TOP	ISAKU:426500.0	SMS	?	?			
CLR	BPD KALBAR	SMS	BANK KALBAR	TRANSFER			
TOP	ISAKU:690000.0	SMS	?	?			
TOP	ISAKU:310000.0	SMS	?	?			
TOP	TAPCASH:326000.0	SMS	?	?			
TOP	TAPCASH:115000.0	SMS	?	?			
INTERNET PROVIDER	SPEEDY	SMS	SPEEDY	PAYMENT			
ANTARBANK	014-BANK MUAMALAT	SMS	?	?			
CREDIT CARD OTHER BANK	BUKOPIN	SMS	BUKOPIN	PAYMENT			
TOP	TAPCASH:8000.00	SMS	TOP UP TAPCASH	PURCHASE			
VOUCHER PREPAID RECHARGE	AS:50000	SMS	?	?			
TOP	ISAKU:250000.0	SMS	ISAKU	PURCHASE			
ANTARBANK	008-BANK PERMATA	SMS	BANK PERMATA	TRANSFER			
ANTARBANK	014-BANK NTB	SMS	?	?			
SWT	BPD SULSELBAR UNIT SYARIAH	SMS	BANK SULSELBAR UNIT SYARIAH	TRANSFER			
CLR	BANK MAYAPADA	SMS	BANK MAYAPADA	TRANSFER			
TOP	PULSA INTERNET TELKOMSEL:25000	SMS	PAKET DATA TELKOMSEL	PURCHASE			
ANTARBANK	008-11092021	SMS	?	?			
BTI	BPJS Ketenagakerjaan TKI	SMS	?	?			
ANTARBANK	008-BANK MEGA	SMS	BANK MEGA	TRANSFER			
TOP	ISAKU:91000.00	SMS	?	?			
TOP	ISAKU:123500.0	SMS	?	?			
TOP	ISAKU:210000.0	SMS	ISAKU	PURCHASE			
ANTARBANK	137-B BANTEN	SMS	BANK BANTEN	TRANSFER			
TOP	ISAKU:82998.00	SMS	?	?			
TOP	FREN:50000	SMS	SMARTFREN:50000	PURCHASE			
TOP	XL:300000	SMS	XL	PURCHASE			
TOP	ISAKU:48500.00	SMS	?	?			
SWT	BANK BJB	SMS	BANK BJB	TRANSFER			
TOP	ISAKU:106000.0	SMS	ISAKU	PURCHASE			
INFAQ	BAMUIS	SMS	INFAQ - BAMUIS	PAYMENT			
TOP	TAPCASH:1100000.	SMS	?	?			
VOUCHER PREPAID RECHARGE	AS:41500.00	SMS	?	?			
TOP	ISAKU:126800.0	SMS	?	?			
CWP	PDAM_BANDUNG	SMS	?	?			
SWT	BANK BYB	SMS	?	?			
TOP	ISAKU:900000.0	SMS	ISAKU	PURCHASE			
TOP	TAPCASH:82000.00	SMS	?	?			
CLR	BANK COMMONWEALTH	SMS	COMMONWEALTH BANK	TRANSFER			
SWT	BCA DIGITAL	SMS	?	?			
TOP	ISAKU:60000.00	SMS	ISAKU	PURCHASE			
VOUCHER PREPAID RECHARGE	FREN:50000	SMS	?	?			
TOP	ISAKU:949500.0	SMS	?	?			
ANTARBANK	008-NYELESAIAN P2TL	SMS	?	?			
TOP	ISAKU:125000.0	SMS	ISAKU	PURCHASE			
TOP	ISAKU:110000.0	SMS	ISAKU	PURCHASE			
CLR	BANK JAGO	SMS	?	?			
ANTARBANK	046-BANK DBS	SMS	DBS BANK	TRANSFER			
PAY	MNCVISION	SMS	INDOVISON	PAYMENT			
ANTARBANK	002-192721180900000	SMS	?	?			
INFAQ	PPSDMS	SMS	INFAQ - PPSDMS	PAYMENT			
ANTARBANK	054-BANK CAPITAL	SMS	BANK CAPITAL	TRANSFER			
ANTARBANK	124-BPD TIMRA	SMS	BANK BPD TIMRA	TRANSFER			
CREDIT CARD OTHER BANK	AMEX	SMS	AMEX	PAYMENT			
TOP	ISAKU:669400.0	SMS	?	?			
SWT	BANK OF TOKYO MITSUBISHI UFJ	SMS	?	?			
TOP	ISAKU:520000.0	SMS	ISAKU	PURCHASE			
TOP	TAPCASH:90000.00	SMS	TAPCASH	PURCHASE			
ANTARBANK	002-000000FIF KRD M	SMS	?	?			
ANTARBANK	126-BPD SULSEL	SMS	BANK SULSELBAR	TRANSFER			
CLR	BANK ALADIN SYARIAH	SMS	?	?			
TOP	TAPCASH:180000.0	SMS	TOP UP TAPCASH	PURCHASE			
SWT	BANK DKI	SMS	BANK DKI	TRANSFER			
ANTARBANK	028-BANK MANDIRI	SMS	?	?			
TOP	ISAKU:70000.00	SMS	ISAKU	PURCHASE			
RTG	BANK MANDIRI	SMS	BANK MANDIRI	TRANSFER			
TOP	ISAKU:336100.0	SMS	?	?			
ANTARBANK	200-CIMB NIAGA	SMS	?	?			
VOUCHER PREPAID RECHARGE	THREE:50000	SMS	?	?			
ANTARBANK	117-BANK BRI	SMS	?	?			
CLR	BANK SEABANK INDONESIA	SMS	?	?			
CLR	BANK MEGA	SMS	BANK MEGA	TRANSFER			
ANTARBANK	002-08012022	SMS	?	?			
TOP	ISAKU:37600.00	SMS	?	?			
TOP	TAPCASH:600000.0	SMS	TAPCASH	PURCHASE			
BPU	BPJS Kenagakerjaan BPU	SMS	?	?			
VOUCHER PREPAID RECHARGE	INDOSAT:150000	SMS	?	?			
TOP	ISAKU:524600.0	SMS	?	?			
ANTARBANK	23	SMS	?	?			
TRF-BILL_P	PDAM SMT	SMS	PDAM SMT	PAYMENT			
CWP	PDAM_PURWOREJO	SMS	?	?			
INFAQ	BAZNAS	SMS	INFAQ - BAZNAS	PAYMENT			
ANTARBANK	899-DOKU	SMS	?	?			
TOP	TAPCASH:460000.0	SMS	?	?			
MOBILE POSTPAID	THREE_POSTPAID	SMS	THREE POSTPAID	PAYMENT			
ANTARBANK	002-07112021	SMS	?	?			
CWP	PDAM_PALEMBANG	SMS	?	?			
VOUCHER PREPAID RECHARGE	THREE:30000	SMS	?	?			
ANTARBANK	002-BANK BTN	SMS	?	?			
TOP	ISAKU:200000	SMS	ISAKU	PURCHASE			
TOP	ISAKU:198000.0	SMS	?	?			
ANTARBANK	117-BANK SUMUT	SMS	BANK SUMUT	TRANSFER			
TOP	ISAKU:49000.00	SMS	?	?			
TOP	PLN:1000000	SMS	PLN PREPAID:1000000	PURCHASE			
PERSONAL LOAN	HSBC_PL	SMS	HSBC - PL	PAYMENT			
SAL_DPLK	DPLK	SMS	DPLK BNI	INQUIRY			
CLR	NATIONAL NOBU BANK	SMS	NOBU NATIONAL BANK	TRANSFER			
PAY	XPLOR	SMS	XL POSTPAID	PAYMENT			
PAY	GARUDA	SMS	GARUDA	PAYMENT			
SWT	BANK JAGO	SMS	?	?			
ANTARBANK	087-BANK HSBC	SMS	BANK HSBC	TRANSFER			
SWT	BANK TABUNGAN NEGARA	SMS	BANK BTN	TRANSFER			
TOP	ISAKU:800000.0	SMS	ISAKU	PURCHASE			
TOP	TAPCASH:650000.0	SMS	?	?			
TOP	ISAKU:440000.0	SMS	?	?			
ANTARBANK	002-123	SMS	BANK NAGARI	TRANSFER			
TOP	TAPCASH:670000.0	SMS	?	?			
SETOR_DPLK	DPLK	SMS	DPLK BNI	TRANSFER			
DAFTAR_REKENING	BNI	SMS	LIST REKENING BNI	OTHERS			
TOP	ISAKU:300000	SMS	ISAKU	PURCHASE			
TOP	ISAKU:470000.0	SMS	ISAKU	PURCHASE			
ANTARBANK	501-BCA DIGITAL	SMS	?	?			
TOP	ISAKU:35000.00	SMS	ISAKU	PURCHASE			
TUITION FEE	Institut Pertanian Bogor	SMS	INSTITUT PERTANIAN BOGOR	PAYMENT			
SWT	BPD SUMBAR UUS	SMS	BANK NAGARI SYARIAH	TRANSFER			
ANTARBANK	013-BANK BRI	SMS	BANK BRI	TRANSFER			
TOP	ISAKU:374000.0	SMS	?	?			
TOP	ISAKU:295500.0	SMS	?	?			
TOP	ISAKU:240000.0	SMS	ISAKU	PURCHASE			
ANTARBANK	014-221376346	SMS	?	?			
CREDIT CARD OTHER BANK	PANIN	SMS	PANIN	PAYMENT			
QURBAN	DD	SMS	QURBAN - DOMPET DHUAFA	PAYMENT			
TOP	ISAKU:20300.00	SMS	?	?			
CLR	BANK CENTRAL ASIA	SMS	BCA	TRANSFER			
CWP	PDAM_WONOSOBO	SMS	?	?			
ANTARBANK	022-CIMB NIAGA	SMS	BANK CIMB NIAGA	TRANSFER			
CLR	BANK PERMATA	SMS	BANK PERMATA	TRANSFER			
CLR	BANK BJB	SMS	BANK BJB	TRANSFER			
SWT	BPD SUMSEL BABEL	SMS	BANK SUMSEL BABEL	TRANSFER			
PAY	PDAM_DJI	SMS	PDAM_DJI	PAYMENT			
PAY	PLN_NONTAGLIS	SMS	PLN NON TAGLIS	PAYMENT			
ANTARBANK	008-BPD RIAU	SMS	?	?			
ANTARBANK	472-JASA JAKARTA	SMS	BANK JASA JAKARTA	TRANSFER			
TOP	TAPCASH:25000	SMS	TAPCASH	PURCHASE			
CLR	CITIBANK	SMS	CITIBANK	TRANSFER			
CWP	PDAM_MATARAM	SMS	?	?			
SWT	BANK INDEX SELINDO	SMS	BANK INDEX	TRANSFER			
TOP	TAPCASH:1500000.	SMS	?	?			
ANTARBANK	014-BANK MANDIRI	SMS	?	?			
PAY	BPJS_TKBPU	SMS	BPJS TK BPU	PAYMENT			
TOP	FREN:200000	SMS	SMARTFREN:200000	PURCHASE			
CWP	PDAM_SAMARINDA	SMS	?	?			
NOTIF TRX	BNI	SMS	NOTIF TRX	OTHERS			
CLR	BANK CIMB NIAGA UNIT SYARIAH	SMS	BANK CIMB NIAGA SYARIAH	TRANSFER			
ANTARBANK	131-BANK MALUKU	SMS	BANK MALUKU MALUT	TRANSFER			
TOP	ISAKU:399000.0	SMS	?	?			
RTG	BPD DIY UNIT SYARIAH	SMS	?	?			
TOP	ISAKU:282500.0	SMS	?	?			
TOP	INDOSAT:500000	SMS	INDOSAT:500000	PURCHASE			
ZAKAT	ACT	SMS	?	?			
TUITION FEE	Universitas Diponegoro	SMS	UNIVERSITAS DIPONEGORO	PAYMENT			
PAY	ANZ	SMS	ANZ	PAYMENT			
TOP	ISAKU:990000.0	SMS	?	?			
BIP	PRUDENTIAL	SMS	?	?			
TOP	ISAKU:23000.00	SMS	?	?			
ZAKAT	PKPU	SMS	ZAKAT - PKPU	PAYMENT			
SWT	BPD RIAU	SMS	BANK RIAU KEPRI	TRANSFER			
TOP	TAPCASH:900000.0	SMS	TOP UP TAPCASH	PURCHASE			
RTG	MAYBANK INDONESIA TBK	SMS	?	?			
TOP	ISAKU:186500.0	SMS	?	?			
CWP	PDAM_SIDOARJO	SMS	?	?			
TOP	ISAKU:112000.0	SMS	?	?			
TOP	ISAKU:802500.0	SMS	?	?			
ANTARBANK	451-BANK MANDIRI	SMS	?	?			
TOP	ISAKU:770000.0	SMS	?	?			
ANTARBANK	002-55310704308335	SMS	?	?			
ANTARBANK	484-KEB HANA	SMS	BANK KEB HANABANK	TRANSFER			
TOP	TAPCASH:30000	SMS	TOP UP TAPCASH	PURCHASE			
RTG	BANK SAHABAT SAMPOERNA	SMS	?	?			
QURBAN	BAZNAS	SMS	QURBAN - BAZNAS	PAYMENT			
ANTARBANK	116-ACEH SYARIAH	SMS	BANK ACEH SYARIAH	TRANSFER			
SWT	BANK SAHABAT SAMPOERNA	SMS	BANK SAHABAT SAMPOERNA	TRANSFER			
PAY	LION	SMS	LION AIR	PAYMENT			
ANTARBANK	426-BANK BRI	SMS	BANK BRI	TRANSFER			
TRF-BILL_P	PDAM BANJARMASIN	SMS	PDAM BANJARMASIN	PAYMENT			
CLR	BANK RAKYAT INDONESIA	SMS	BANK BRI	TRANSFER			
TOP	FREN:150000	SMS	SMARTFREN:150000	PURCHASE			
ANTARBANK	037-ARTHA GRAHA	SMS	BANK ARTHA GRAHA INTERNASIONAL	TRANSFER			
TOP	ISAKU:897000.0	SMS	?	?			
PAY	PRUDENTIAL AWAL	SMS	PRUDENTIAL	PAYMENT			
TOP	ISAKU:10900.00	SMS	?	?			
ANTARBANK	014-BSI	SMS	?	?			
CWP	PDAM_SOLO	SMS	?	?			
SWT	Bank Woori Saudara	SMS	?	?			
TRF-BILL_P	PDAM KT BGR	SMS	PDAM KOTA BOGOR	PAYMENT			
TOP	XL:100000	SMS	XL:100000	PURCHASE			
TOP	ISAKU:279000.0	SMS	?	?			
TOP	3:500000	SMS	THREE:500000	PURCHASE			
TOP	HEPI:150000	SMS	HEPI:150000	PURCHASE			
SWT	BANK OCBC NISP UNIT SYARIAH	SMS	BANK OCBC NISP UNIT SYARIAH	TRANSFER			
CWP	PDAM_PATI	SMS	?	?			
TOP	ISAKU:105000.0	SMS	ISAKU	PURCHASE			
CWP	PDAM_KABBOYOLALI	SMS	?	?			
TRF-BILL_P	PDAM MANADO	SMS	PDAM MANADO	PAYMENT			
TOP	ISAKU:490300.0	SMS	?	?			
TOP	ISAKU:150000	SMS	ISAKU	PURCHASE			
AIRLINE TOPUP AGENTS	LIONAIR	SMS	LION AIR TOP UP AGEN	PURCHASE			
CWP	PDAM_CILACAP	SMS	?	?			
ANTARBANK	008-BANK NAGARI	SMS	BANK NAGARI	TRANSFER			
TOP	TAPCASH:120000.0	SMS	?	?			
VOUCHER PREPAID RECHARGE	AS:300000	SMS	?	?			
TOP	ISAKU:170000.0	SMS	ISAKU	PURCHASE			
TOP	TAPCASH:190000.0	SMS	TOP UP TAPCASH	PURCHASE			
PEP	PLN	SMS	?	?			
TOP	ISAKU:526000.0	SMS	?	?			
TRF-BILL_P	PDAM AETRA	SMS	AETRA	PAYMENT			
TOP	ISAKU:650000.0	SMS	ISAKU	PURCHASE			
TOP	INDOSAT:50000	SMS	INDOSAT:50000	PURCHASE			
TOP	TAPCASH:271617.0	SMS	?	?			
TOP	ISAKU:565000.0	SMS	?	?			
TOP	FREN:100000	SMS	SMARTFREN:100000	PURCHASE			
RTG	BANK PERMATA	SMS	?	?			
PAY	PANIN	SMS	PANIN	PAYMENT			
TOP	ISAKU:87000.00	SMS	?	?			
TOP	TAPCASH:134382.0	SMS	?	?			
TOP	ISAKU:285000.0	SMS	ISAKU	PURCHASE			
SWT	BPD BENGKULU	SMS	BANK BENGKULU	TRANSFER			
ANTARBANK	095-JTRUST BANK	SMS	J TRUST BANK	TRANSFER			
TRF-BILL_P	PDAM KAB.BOGOR	SMS	PDAM KAB BOGOR	PAYMENT			
PAY	TRANSVISION	SMS	TRANSVISION	PAYMENT			
TOP	ISAKU:41000.00	SMS	?	?			
ANTARBANK	008-BANK MANDIRI	SMS	?	?			
PAY	BPJS_KESEHATAN_VA	SMS	BPJS KS VA	PAYMENT			
TOP	ISAKU:249000.0	SMS	?	?			
CREDIT CARD OTHER BANK	ANZ	SMS	ANZ	PAYMENT			
TOP	ISAKU:212000.0	SMS	?	?			
AIRLINE TICKET	CITILINK	SMS	CITILINK	PAYMENT			
TOP	TAPCASH:300000	SMS	TAPCASH	PURCHASE			
SWT	BANK KB BUKOPIN	SMS	?	?			
ANTARBANK	451-SEABANK	SMS	?	?			
TOP	TAPCASH:2000.00	SMS	TAPCASH	PURCHASE			
VOUCHER PREPAID RECHARGE	AS:500000	SMS	?	?			
ANTARBANK	014-BCA	SMS	BCA	TRANSFER			
SWT	BPD DIY	SMS	BANK BPD DIY	TRANSFER			
ANTARBANK	490-BNC	SMS	?	?			
TOP	ISAKU:333500.0	SMS	?	?			
SWT	BPD NTT	SMS	BANK NTT	TRANSFER			
TOP	ISAKU:65000.00	SMS	ISAKU	PURCHASE			
TRF-BILL_P	PDAM BALIKPAPAN	SMS	PDAM BALIKPAPAN	PAYMENT			
CWP	PDAM_MEDAN	SMS	?	?			
SWT	BPD SULAWESI TENGAH	SMS	?	?			
ANTARBANK	008-BCA	SMS	BCA	TRANSFER			
TOP	ISAKU:345000.0	SMS	ISAKU	PURCHASE			
TRF-BILL_P	PDAM SEMARANG	SMS	PDAM SEMARANG	PAYMENT			
TOP	TAPCASH:450000.0	SMS	TAPCASH	PURCHASE			
TOP	HEPI:200000	SMS	HEPI:200000	PURCHASE			
TOP	TAPCASH:60000.00	SMS	?	?			
MOBILE POSTPAID	FREN_POSTPAID	SMS	SMARTFREN POSTPAID	PAYMENT			
CLR	BANK PERMATA UNIT SYARIAH	SMS	BANK PERMATA UNIT SYARIAH	TRANSFER			
VOUCHER PREPAID RECHARGE	XL_REG:50000	SMS	?	?			
TOP	3:50000	SMS	THREE:50000	PURCHASE			
TOP	ISAKU:206000.0	SMS	?	?			
TOP	ISAKU:500000	SMS	ISAKU	PURCHASE			
ZAKAT	DPUDT	SMS	ZAKAT - DPUDT	PAYMENT			
CLR	BSI ex BNIS	SMS	?	?			
TOP	ISAKU:109000.0	SMS	?	?			
ANTARBANK	128-BANK NTB	SMS	BANK NTB	TRANSFER			
SWT	BANK INTERNASIONAL INDONESIA UNIT SYARIAH	SMS	MAYBANK SYARIAH	TRANSFER			
ANTARBANK	069-BANK OF CHINA	SMS	BANK Of CHINA	TRANSFER			
ANTARBANK	949-BANK CTBC	SMS	BANK CTBC	TRANSFER			
TOP	ISAKU:76700.00	SMS	?	?			
SWT	BPD KALSEL UNIT SYARIAH	SMS	BANK KALSEL UNIT SYARIAH	TRANSFER			
ANTARBANK	011-MAYBANK	SMS	?	?			
MOBILE POSTPAID WITH AREA CODE	TELKOM	SMS	TRANSVISION	PAYMENT			
TOP	ISAKU:214000.0	SMS	?	?			
TOP	ISAKU:222600.0	SMS	?	?			
CWP	PDAM_SURABAYA	SMS	?	?			
ANTARBANK	112-BPD DIY	SMS	BANK BPD DIY	TRANSFER			
VOUCHER PREPAID RECHARGE	XL_REG:1000000	SMS	?	?			
CWP	PDAM_DEPOK	SMS	?	?			
CWP	PDAM_BOGOR	SMS	?	?			
ANTARBANK	911-BANK MANDIRI	SMS	?	?			
TOP	ISAKU:430000.0	SMS	?	?			
TOP	ISAKU:155000.0	SMS	ISAKU	PURCHASE			
ANTARBANK	008-BSI	SMS	?	?			
TOP	ISAKU:844000.0	SMS	?	?			
SWT	BPD JATIM	SMS	BANK JATIM	TRANSFER			
ANTARBANK	128-BANK NTB SYA	SMS	?	?			
SWT	CITIBANK	SMS	CITIBANK	TRANSFER			
TOP	ISAKU:253000.0	SMS	?	?			
TOP	PLN:50000	SMS	PLN PREPAID:50000	PURCHASE			
TOP	ISAKU:275000.0	SMS	ISAKU	PURCHASE			
ANTARBANK	002-BANK UOB	SMS	?	?			
ANTARBANK	950-COMMONWEALTH	SMS	COMMONWEALTH BANK	TRANSFER			
CREDIT CARD OTHER BANK	SCB	SMS	STANDARD CHARTERED	PAYMENT			
TRF-BILL_P	TIKET KAI	SMS	KAI	PAYMENT			
TOP	ISAKU:192000.0	SMS	?	?			
ANTARBANK	002-BPD TIMRA	SMS	?	?			
TOP	ISAKU:420000.0	SMS	?	?			
TOP	ISAKU:960000.0	SMS	?	?			
TOP	XLDATA:.00	SMS	PAKET DATA XL	PURCHASE			
TOP	ISAKU:236000.0	SMS	?	?			
TOP	ISAKU:172000.0	SMS	?	?			
PAY	PBB	SMS	PBB	PAYMENT			
PAY	BRI	SMS	BRI	PAYMENT			
TOP	ISAKU:130000.0	SMS	ISAKU	PURCHASE			
ANTARBANK	567-BANK HARDA	SMS	?	?			
TOP	ISAKU:213500.0	SMS	?	?			
SWT	BANK MANDIRI	SMS	BANK MANDIRI	TRANSFER			
INFAQ	DD	SMS	INFAQ - DOMPET DHUAFA	PAYMENT			
PAY	SMS_FINANCE	SMS	SMS FINANCE	PAYMENT			
TOP	TAPCASH:84000.00	SMS	TOP UP TAPCASH	PURCHASE			
ANTARBANK	002-MAYBANK	SMS	?	?			
TOP	TAPCASH:35000.00	SMS	?	?			
SWT	BANK SEABANK INDONESIA	SMS	?	?			
PAY	SMARTFREN	SMS	SMARTFREN POSTPAID	PAYMENT			
TOP	XL:150000	SMS	XL	PURCHASE			
ANTARBANK	111-BANK DKI	SMS	BANK DKI	TRANSFER			
SWT	BPD BALI	SMS	BPD BALI	TRANSFER			
TOP	ISAKU:103000.0	SMS	?	?			
CWP	PDAM_PROBOLINGGO	SMS	?	?			
ANTARBANK	119-BPD RIAU	SMS	BANK RIAU KEPRI	TRANSFER			
TOP	ISAKU:53000.00	SMS	?	?			
ANTARBANK	911-BCA	SMS	BCA	TRANSFER			
ANTARBANK	133-BANK BENGKULU	SMS	BANK BENGKULU	TRANSFER			
TOP	ISAKU:950000.0	SMS	ISAKU	PURCHASE			
TOP	INDOSAT:25000	SMS	INDOSAT:25000	PURCHASE			
ANTARBANK	945-IBK INDONESIA	SMS	BANK IBK INDONESIA	TRANSFER			
ANTARBANK	061-ANZ	SMS	BANK ANZ	TRANSFER			
SWT	BANK OCBC NISP	SMS	BANK OCBC NISP	TRANSFER			
ANTARBANK	013-BANK MANDIRI	SMS	?	?			
SWT	BANK PERMATA UNIT SYARIAH	SMS	BANK PERMATA UNIT SYARIAH	TRANSFER			
SWT	BSI	SMS	?	?			
TOP	ISAKU:236700.0	SMS	?	?			
TOP	ISAKU:22000.00	SMS	?	?			
TOP	ISAKU:161000.0	SMS	?	?			
TOP	ISAKU:158000.0	SMS	?	?			
CLR	MAYBANK INDONESIA TBK	SMS	?	?			
ANTARBANK	008-MANDIRI	SMS	BANK MANDIRI	TRANSFER			
ANTARBANK	200-BANK BTN	SMS	BANK BTN	TRANSFER			
PAY	ACC_FINANCE	SMS	ASTRA CREDIT COMPANY	PAYMENT			
TOP	ISAKU:172500.0	SMS	?	?			
ANTARBANK	013-BANK PERMATA	SMS	BANK PERMATA	TRANSFER			
TOP	ISAKU:89000.00	SMS	?	?			
PAY	HALO	SMS	TELKOMSEL POSTPAID	PAYMENT			
ANTARBANK	14	SMS	BANK BCA	TRANSFER			
VOUCHER PREPAID RECHARGE	THREE:500000	SMS	?	?			
PAY	BPJS_KETENAGAKERJAAN	SMS	BPJS_KETENAGAKERJAAN	PAYMENT			
TOP	ISAKU:95000.00	SMS	ISAKU	PURCHASE			
ANTARBANK	014-000000065000	SMS	?	?			
VOUCHER PREPAID RECHARGE	INDOSAT:100000	SMS	?	?			
ANTARBANK	523-S.SAMPOERNA	SMS	BANK SAHABAT SAMPOERNA	TRANSFER			
